Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Uncertainty Range Category,Variable Unit,Value,Conversion Value,portfolio
Solar,PV,Electricity,Megawatts,MW,2030,33428.57142857143,Land,Land Impacted,High,acres,5.25,175500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,39000,Land,Land Impacted,High,acres,5.25,204750,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,44571.42857142857,Land,Land Impacted,High,acres,5.25,234000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,50142.857142857145,Land,Land Impacted,High,acres,5.25,263250,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,55714.28571428572,Land,Land Impacted,High,acres,5.25,292500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,61285.71428571429,Land,Land Impacted,High,acres,5.25,321750,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,66857.14285714286,Land,Land Impacted,High,acres,5.25,351000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,72428.57142857142,Land,Land Impacted,High,acres,5.25,380249.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,77999.99999999999,Land,Land Impacted,High,acres,5.25,409499.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,83571.42857142855,Land,Land Impacted,High,acres,5.25,438749.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,89142.85714285712,Land,Land Impacted,High,acres,5.25,467999.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,94714.28571428568,Land,Land Impacted,High,acres,5.25,497249.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,100285.71428571425,Land,Land Impacted,High,acres,5.25,526499.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,105857.14285714281,Land,Land Impacted,High,acres,5.25,555749.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,111428.57142857138,Land,Land Impacted,High,acres,5.25,584999.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,117000,Land,Land Impacted,High,acres,5.25,614250,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Impacted,High,acres,0.10245,1512.357142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Impacted,High,acres,0.10245,3024.714285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Impacted,High,acres,0.10245,4537.071428571428,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Impacted,High,acres,0.10245,6049.428571428572,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Impacted,High,acres,0.10245,7561.785714285714,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Impacted,High,acres,0.10245,9074.142857142857,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Impacted,High,acres,0.10245,10586.5,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Impacted,High,acres,0.10245,12098.857142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Impacted,High,acres,0.10245,13611.214285714284,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Impacted,High,acres,0.10245,15123.571428571428,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Impacted,High,acres,0.10245,16635.92857142857,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Impacted,High,acres,0.10245,18148.285714285714,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Impacted,High,acres,0.10245,19660.642857142855,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Impacted,High,acres,0.10245,21173,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Impacted,High,acres,0.10245,22685.35714285714,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Impacted,High,acres,0.10245,24197.714285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Impacted,High,acres,0.10245,25710.071428571428,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Impacted,High,acres,0.10245,27222.42857142857,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Impacted,High,acres,0.10245,28734.785714285706,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Impacted,High,acres,0.10245,30247.142857142848,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Impacted,High,acres,0.10245,31759.5,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,238.0952380952381,Land,Land Impacted,High,acres,123,29285.714285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,476.1904761904762,Land,Land Impacted,High,acres,123,58571.42857142857,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,714.2857142857143,Land,Land Impacted,High,acres,123,87857.14285714287,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,952.3809523809524,Land,Land Impacted,High,acres,123,117142.85714285714,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,1190.4761904761906,Land,Land Impacted,High,acres,123,146428.57142857145,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,1428.5714285714287,Land,Land Impacted,High,acres,123,175714.28571428574,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,1666.6666666666667,Land,Land Impacted,High,acres,123,205000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,1904.7619047619048,Land,Land Impacted,High,acres,123,234285.7142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,2142.857142857143,Land,Land Impacted,High,acres,123,263571.4285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,2380.952380952381,Land,Land Impacted,High,acres,123,292857.1428571429,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,2619.0476190476193,Land,Land Impacted,High,acres,123,322142.85714285716,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,2857.1428571428573,Land,Land Impacted,High,acres,123,351428.5714285715,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,3095.2380952380954,Land,Land Impacted,High,acres,123,380714.28571428574,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,3333.3333333333335,Land,Land Impacted,High,acres,123,410000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,3571.4285714285716,Land,Land Impacted,High,acres,123,439285.7142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,3809.5238095238096,Land,Land Impacted,High,acres,123,468571.4285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,4047.6190476190477,Land,Land Impacted,High,acres,123,497857.14285714284,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,4285.714285714286,Land,Land Impacted,High,acres,123,527142.8571428572,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,4523.809523809525,Land,Land Impacted,High,acres,123,556428.5714285716,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,4761.904761904763,Land,Land Impacted,High,acres,123,585714.2857142859,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,5000,Land,Land Impacted,High,acres,123,615000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2025,5571.428571428572,Land,Land Consumed,Low,acres,2.8,15600,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,11142.857142857143,Land,Land Consumed,Low,acres,2.8,31200,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,16714.285714285714,Land,Land Consumed,Low,acres,2.8,46799.99999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,22285.714285714286,Land,Land Consumed,Low,acres,2.8,62400,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,27857.14285714286,Land,Land Consumed,Low,acres,2.8,78000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,33428.57142857143,Land,Land Consumed,Low,acres,2.8,93599.99999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,39000,Land,Land Consumed,Low,acres,2.8,109200,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,44571.42857142857,Land,Land Consumed,Low,acres,2.8,124800,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,50142.857142857145,Land,Land Consumed,Low,acres,2.8,140400,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,55714.28571428572,Land,Land Consumed,Low,acres,2.8,156000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,61285.71428571429,Land,Land Consumed,Low,acres,2.8,171600,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,66857.14285714286,Land,Land Consumed,Low,acres,2.8,187199.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,72428.57142857142,Land,Land Consumed,Low,acres,2.8,202799.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,77999.99999999999,Land,Land Consumed,Low,acres,2.8,218399.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,83571.42857142855,Land,Land Consumed,Low,acres,2.8,233999.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,89142.85714285712,Land,Land Consumed,Low,acres,2.8,249599.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,94714.28571428568,Land,Land Consumed,Low,acres,2.8,265199.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,100285.71428571425,Land,Land Consumed,Low,acres,2.8,280799.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,105857.14285714281,Land,Land Consumed,Low,acres,2.8,296399.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,111428.57142857138,Land,Land Consumed,Low,acres,2.8,311999.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,117000,Land,Land Consumed,Low,acres,2.8,327600,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Consumed,Low,acres,0.05464,806.5904761904762,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Consumed,Low,acres,0.05464,1613.1809523809525,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Consumed,Low,acres,0.05464,2419.7714285714283,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Consumed,Low,acres,0.05464,3226.361904761905,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Consumed,Low,acres,0.05464,4032.9523809523807,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Consumed,Low,acres,0.05464,4839.5428571428565,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Consumed,Low,acres,0.05464,5646.133333333333,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Consumed,Low,acres,0.05464,6452.72380952381,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Consumed,Low,acres,0.05464,7259.314285714285,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Consumed,Low,acres,0.05464,8065.9047619047615,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Consumed,Low,acres,0.05464,8872.495238095238,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Consumed,Low,acres,0.05464,9679.085714285713,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Consumed,Low,acres,0.05464,10485.67619047619,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Consumed,Low,acres,0.05464,11292.266666666666,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Consumed,Low,acres,0.05464,12098.857142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Consumed,Low,acres,0.05464,12905.44761904762,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Consumed,Low,acres,0.05464,13712.038095238095,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Consumed,Low,acres,0.05464,14518.62857142857,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Consumed,Low,acres,0.05464,15325.219047619044,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Consumed,Low,acres,0.05464,16131.80952380952,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Consumed,Low,acres,0.05464,16938.4,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,238.0952380952381,Land,Land Consumed,Low,acres,0.8,190.47619047619048,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,476.1904761904762,Land,Land Consumed,Low,acres,0.8,380.95238095238096,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,714.2857142857143,Land,Land Consumed,Low,acres,0.8,571.4285714285714,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,952.3809523809524,Land,Land Consumed,Low,acres,0.8,761.9047619047619,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,1190.4761904761906,Land,Land Consumed,Low,acres,0.8,952.3809523809525,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,1428.5714285714287,Land,Land Consumed,Low,acres,0.8,1142.857142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,1666.6666666666667,Land,Land Consumed,Low,acres,0.8,1333.3333333333335,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,1904.7619047619048,Land,Land Consumed,Low,acres,0.8,1523.8095238095239,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,2142.857142857143,Land,Land Consumed,Low,acres,0.8,1714.2857142857147,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,2380.952380952381,Land,Land Consumed,Low,acres,0.8,1904.761904761905,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,2619.0476190476193,Land,Land Consumed,Low,acres,0.8,2095.2380952380954,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,2857.1428571428573,Land,Land Consumed,Low,acres,0.8,2285.714285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,3095.2380952380954,Land,Land Consumed,Low,acres,0.8,2476.1904761904766,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,3333.3333333333335,Land,Land Consumed,Low,acres,0.8,2666.666666666667,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,3571.4285714285716,Land,Land Consumed,Low,acres,0.8,2857.1428571428573,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,3809.5238095238096,Land,Land Consumed,Low,acres,0.8,3047.6190476190477,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,4047.6190476190477,Land,Land Consumed,Low,acres,0.8,3238.0952380952385,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,4285.714285714286,Land,Land Consumed,Low,acres,0.8,3428.5714285714294,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,4523.809523809525,Land,Land Consumed,Low,acres,0.8,3619.04761904762,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,4761.904761904763,Land,Land Consumed,Low,acres,0.8,3809.523809523811,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,5000,Land,Land Consumed,Low,acres,0.8,4000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2025,5571.428571428572,Land,Land Impacted,Low,acres,3.4999999999999996,19499.999999999996,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,11142.857142857143,Land,Land Impacted,Low,acres,3.4999999999999996,38999.99999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,16714.285714285714,Land,Land Impacted,Low,acres,3.4999999999999996,58499.99999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,22285.714285714286,Land,Land Impacted,Low,acres,3.4999999999999996,77999.99999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,27857.14285714286,Land,Land Impacted,Low,acres,3.4999999999999996,97500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,33428.57142857143,Land,Land Impacted,Low,acres,3.4999999999999996,116999.99999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,39000,Land,Land Impacted,Low,acres,3.4999999999999996,136499.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,44571.42857142857,Land,Land Impacted,Low,acres,3.4999999999999996,155999.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,50142.857142857145,Land,Land Impacted,Low,acres,3.4999999999999996,175499.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,55714.28571428572,Land,Land Impacted,Low,acres,3.4999999999999996,195000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,61285.71428571429,Land,Land Impacted,Low,acres,3.4999999999999996,214500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,66857.14285714286,Land,Land Impacted,Low,acres,3.4999999999999996,233999.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,72428.57142857142,Land,Land Impacted,Low,acres,3.4999999999999996,253499.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,77999.99999999999,Land,Land Impacted,Low,acres,3.4999999999999996,272999.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,83571.42857142855,Land,Land Impacted,Low,acres,3.4999999999999996,292499.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,89142.85714285712,Land,Land Impacted,Low,acres,3.4999999999999996,311999.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,94714.28571428568,Land,Land Impacted,Low,acres,3.4999999999999996,331499.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,100285.71428571425,Land,Land Impacted,Low,acres,3.4999999999999996,350999.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,105857.14285714281,Land,Land Impacted,Low,acres,3.4999999999999996,370499.99999999977,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,111428.57142857138,Land,Land Impacted,Low,acres,3.4999999999999996,389999.99999999977,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,117000,Land,Land Impacted,Low,acres,3.4999999999999996,409499.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Impacted,Low,acres,0.0683,1008.2380952380952,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Impacted,Low,acres,0.0683,2016.4761904761904,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Impacted,Low,acres,0.0683,3024.7142857142853,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Impacted,Low,acres,0.0683,4032.9523809523807,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Impacted,Low,acres,0.0683,5041.190476190475,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Impacted,Low,acres,0.0683,6049.428571428571,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
