Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Installation,Variable Category,Variable Subcategory,Uncertainty Range Category,Variable Unit,Value,Conversion Value,portfolio
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Impacted,Low,acres,0.0683,7057.666666666666,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Impacted,Low,acres,0.0683,8065.9047619047615,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Impacted,Low,acres,0.0683,9074.142857142855,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Impacted,Low,acres,0.0683,10082.38095238095,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Impacted,Low,acres,0.0683,11090.619047619046,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Impacted,Low,acres,0.0683,12098.857142857141,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Impacted,Low,acres,0.0683,13107.095238095237,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Impacted,Low,acres,0.0683,14115.333333333332,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Impacted,Low,acres,0.0683,15123.571428571428,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Impacted,Low,acres,0.0683,16131.809523809523,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Impacted,Low,acres,0.0683,17140.04761904762,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Impacted,Low,acres,0.0683,18148.28571428571,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Impacted,Low,acres,0.0683,19156.523809523806,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Impacted,Low,acres,0.0683,20164.761904761897,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Impacted,Low,acres,0.0683,21173,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,238.0952380952381,Land,Land Impacted,Low,acres,24,5714.285714285715,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,476.1904761904762,Land,Land Impacted,Low,acres,24,11428.57142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,714.2857142857143,Land,Land Impacted,Low,acres,24,17142.857142857145,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,952.3809523809524,Land,Land Impacted,Low,acres,24,22857.14285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,1190.4761904761906,Land,Land Impacted,Low,acres,24,28571.428571428572,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,1428.5714285714287,Land,Land Impacted,Low,acres,24,34285.71428571429,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,1666.6666666666667,Land,Land Impacted,Low,acres,24,40000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,1904.7619047619048,Land,Land Impacted,Low,acres,24,45714.28571428572,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,2142.857142857143,Land,Land Impacted,Low,acres,24,51428.571428571435,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,2380.952380952381,Land,Land Impacted,Low,acres,24,57142.857142857145,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,2619.0476190476193,Land,Land Impacted,Low,acres,24,62857.14285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,2857.1428571428573,Land,Land Impacted,Low,acres,24,68571.42857142858,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,3095.2380952380954,Land,Land Impacted,Low,acres,24,74285.71428571429,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,3333.3333333333335,Land,Land Impacted,Low,acres,24,80000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,3571.4285714285716,Land,Land Impacted,Low,acres,24,85714.28571428571,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,3809.5238095238096,Land,Land Impacted,Low,acres,24,91428.57142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,4047.6190476190477,Land,Land Impacted,Low,acres,24,97142.85714285714,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,4285.714285714286,Land,Land Impacted,Low,acres,24,102857.14285714287,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,4523.809523809525,Land,Land Impacted,Low,acres,24,108571.4285714286,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,4761.904761904763,Land,Land Impacted,Low,acres,24,114285.71428571432,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,5000,Land,Land Impacted,Low,acres,24,120000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2025,5571.428571428572,Land,Land Consumed,Nominal,acres,3.5,19500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,11142.857142857143,Land,Land Consumed,Nominal,acres,3.5,39000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,16714.285714285714,Land,Land Consumed,Nominal,acres,3.5,58500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,22285.714285714286,Land,Land Consumed,Nominal,acres,3.5,78000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,27857.14285714286,Land,Land Consumed,Nominal,acres,3.5,97500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,33428.57142857143,Land,Land Consumed,Nominal,acres,3.5,117000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,39000,Land,Land Consumed,Nominal,acres,3.5,136500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,44571.42857142857,Land,Land Consumed,Nominal,acres,3.5,156000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,50142.857142857145,Land,Land Consumed,Nominal,acres,3.5,175500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,55714.28571428572,Land,Land Consumed,Nominal,acres,3.5,195000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,61285.71428571429,Land,Land Consumed,Nominal,acres,3.5,214500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,66857.14285714286,Land,Land Consumed,Nominal,acres,3.5,234000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,72428.57142857142,Land,Land Consumed,Nominal,acres,3.5,253499.99999999997,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,77999.99999999999,Land,Land Consumed,Nominal,acres,3.5,272999.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,83571.42857142855,Land,Land Consumed,Nominal,acres,3.5,292499.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,89142.85714285712,Land,Land Consumed,Nominal,acres,3.5,311999.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,94714.28571428568,Land,Land Consumed,Nominal,acres,3.5,331499.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,100285.71428571425,Land,Land Consumed,Nominal,acres,3.5,350999.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,105857.14285714281,Land,Land Consumed,Nominal,acres,3.5,370499.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,111428.57142857138,Land,Land Consumed,Nominal,acres,3.5,389999.9999999998,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,117000,Land,Land Consumed,Nominal,acres,3.5,409500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2025,14761.904761904761,Land,Land Consumed,Nominal,acres,0.0683,1008.2380952380952,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2026,29523.809523809523,Land,Land Consumed,Nominal,acres,0.0683,2016.4761904761904,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2027,44285.71428571428,Land,Land Consumed,Nominal,acres,0.0683,3024.7142857142853,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2028,59047.619047619046,Land,Land Consumed,Nominal,acres,0.0683,4032.9523809523807,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2029,73809.5238095238,Land,Land Consumed,Nominal,acres,0.0683,5041.190476190475,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2030,88571.42857142857,Land,Land Consumed,Nominal,acres,0.0683,6049.428571428571,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2031,103333.33333333333,Land,Land Consumed,Nominal,acres,0.0683,7057.666666666666,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2032,118095.23809523809,Land,Land Consumed,Nominal,acres,0.0683,8065.9047619047615,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2033,132857.14285714284,Land,Land Consumed,Nominal,acres,0.0683,9074.142857142855,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2034,147619.0476190476,Land,Land Consumed,Nominal,acres,0.0683,10082.38095238095,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2035,162380.95238095237,Land,Land Consumed,Nominal,acres,0.0683,11090.619047619046,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2036,177142.85714285713,Land,Land Consumed,Nominal,acres,0.0683,12098.857142857141,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2037,191904.7619047619,Land,Land Consumed,Nominal,acres,0.0683,13107.095238095237,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2038,206666.66666666666,Land,Land Consumed,Nominal,acres,0.0683,14115.333333333332,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2039,221428.57142857142,Land,Land Consumed,Nominal,acres,0.0683,15123.571428571428,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2040,236190.47619047618,Land,Land Consumed,Nominal,acres,0.0683,16131.809523809523,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2041,250952.38095238095,Land,Land Consumed,Nominal,acres,0.0683,17140.04761904762,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2042,265714.2857142857,Land,Land Consumed,Nominal,acres,0.0683,18148.28571428571,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2043,280476.1904761904,Land,Land Consumed,Nominal,acres,0.0683,19156.523809523806,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2044,295238.09523809515,Land,Land Consumed,Nominal,acres,0.0683,20164.761904761897,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV + Electrolysis,Hydrogen,Metric Tons,MT,2045,310000,Land,Land Consumed,Nominal,acres,0.0683,21173,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,238.0952380952381,Land,Land Consumed,Nominal,acres,2.5,595.2380952380953,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,476.1904761904762,Land,Land Consumed,Nominal,acres,2.5,1190.4761904761906,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,714.2857142857143,Land,Land Consumed,Nominal,acres,2.5,1785.7142857142858,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,952.3809523809524,Land,Land Consumed,Nominal,acres,2.5,2380.952380952381,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2029,1190.4761904761906,Land,Land Consumed,Nominal,acres,2.5,2976.1904761904766,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2030,1428.5714285714287,Land,Land Consumed,Nominal,acres,2.5,3571.4285714285716,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2031,1666.6666666666667,Land,Land Consumed,Nominal,acres,2.5,4166.666666666667,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2032,1904.7619047619048,Land,Land Consumed,Nominal,acres,2.5,4761.904761904762,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2033,2142.857142857143,Land,Land Consumed,Nominal,acres,2.5,5357.142857142858,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2034,2380.952380952381,Land,Land Consumed,Nominal,acres,2.5,5952.380952380953,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2035,2619.0476190476193,Land,Land Consumed,Nominal,acres,2.5,6547.619047619048,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2036,2857.1428571428573,Land,Land Consumed,Nominal,acres,2.5,7142.857142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2037,3095.2380952380954,Land,Land Consumed,Nominal,acres,2.5,7738.0952380952385,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2038,3333.3333333333335,Land,Land Consumed,Nominal,acres,2.5,8333.333333333334,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2039,3571.4285714285716,Land,Land Consumed,Nominal,acres,2.5,8928.57142857143,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2040,3809.5238095238096,Land,Land Consumed,Nominal,acres,2.5,9523.809523809525,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2041,4047.6190476190477,Land,Land Consumed,Nominal,acres,2.5,10119.047619047618,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2042,4285.714285714286,Land,Land Consumed,Nominal,acres,2.5,10714.285714285716,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2043,4523.809523809525,Land,Land Consumed,Nominal,acres,2.5,11309.523809523813,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2044,4761.904761904763,Land,Land Consumed,Nominal,acres,2.5,11904.761904761908,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2045,5000,Land,Land Consumed,Nominal,acres,2.5,12500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2025,5571.428571428572,Land,Land Impacted,Nominal,acres,4.375,24375,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,11142.857142857143,Land,Land Impacted,Nominal,acres,4.375,48750,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,16714.285714285714,Land,Land Impacted,Nominal,acres,4.375,73125,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,22285.714285714286,Land,Land Impacted,Nominal,acres,4.375,97500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,27857.14285714286,Land,Land Impacted,Nominal,acres,4.375,121875,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,33428.57142857143,Land,Land Impacted,Nominal,acres,4.375,146250,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,39000,Land,Land Impacted,Nominal,acres,4.375,170625,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,44571.42857142857,Land,Land Impacted,Nominal,acres,4.375,195000,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,50142.857142857145,Land,Land Impacted,Nominal,acres,4.375,219375,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,55714.28571428572,Land,Land Impacted,Nominal,acres,4.375,243750,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,61285.71428571429,Land,Land Impacted,Nominal,acres,4.375,268125,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,66857.14285714286,Land,Land Impacted,Nominal,acres,4.375,292500,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,72428.57142857142,Land,Land Impacted,Nominal,acres,4.375,316874.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,77999.99999999999,Land,Land Impacted,Nominal,acres,4.375,341249.99999999994,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,83571.42857142855,Land,Land Impacted,Nominal,acres,4.375,365624.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,89142.85714285712,Land,Land Impacted,Nominal,acres,4.375,389999.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,94714.28571428568,Land,Land Impacted,Nominal,acres,4.375,414374.9999999999,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
