Feedstock,“Primary” Conversion Technology,Commodity,Commodity Unit,Unit Code,year,Buildout,Conversion Factor MJ,Unit MJ,Effective Unit,Effective Energy Factor,Energy Produced,Energy Unit,Generated Emissions in F2C,Use,Weight,Compared to,Useful Output Unit,Adjustment Factor,Carbon Intensity of Use,Adjusted Energy Used in MJ,Emissions Avoided in C2U,Net Avoided Emissions,Net Avoided Emissions Unit,portfolio
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2026,3.122130395,3599.822568,MJ per MWh,Effective MWh per MW,5991.436951,67338451.64,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,67338451.64,2615226229,0.002615226,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2027,4.683195592,3599.822568,MJ per MWh,Effective MWh per MW,5947.788072,100271815.3,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,100271815.3,3776604682,0.003776605,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2028,6.24426079,3599.822568,MJ per MWh,Effective MWh per MW,5904.139193,132714604.1,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,132714604.1,4842795864,0.004842796,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2029,7.805325987,3599.822568,MJ per MWh,Effective MWh per MW,5860.490313,164666818.1,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,164666818.1,5815526652,0.005815527,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2030,9.366391185,3599.822568,MJ per MWh,Effective MWh per MW,5816.841434,196128457.4,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,196128457.4,6696523925,0.006696524,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2031,10.92745638,3599.822568,MJ per MWh,Effective MWh per MW,5773.192555,227099521.8,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,227099521.8,7487514559,0.007487515,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2032,12.48852158,3599.822568,MJ per MWh,Effective MWh per MW,5729.543675,257580011.5,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,257580011.5,8190225431,0.008190225,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2033,14.04958678,3599.822568,MJ per MWh,Effective MWh per MW,5685.894796,287569926.4,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,287569926.4,8806383420,0.008806383,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2034,15.61065197,3599.822568,MJ per MWh,Effective MWh per MW,5642.245917,317069266.4,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,317069266.4,9337715402,0.009337715,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2035,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5598.597037,346078031.7,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,346078031.7,9785948255,0.009785948,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2036,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5554.948158,343379870.3,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,343379870.3,9306741451,0.009306741,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2037,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5511.299279,340681709,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,340681709,8833866531,0.008833867,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2038,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5467.650399,337983547.6,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,337983547.6,8367323496,0.008367323,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2039,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5424.00152,335285386.2,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,335285386.2,7907112344,0.007907112,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2040,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5380.352641,332587224.9,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,332587224.9,7453233075,0.007453233,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2041,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5336.703761,329889063.5,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,329889063.5,7005685691,0.007005686,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2042,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5293.054882,327190902.1,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,327190902.1,6564470190,0.00656447,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2043,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5249.406003,324492740.7,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,324492740.7,6129586573,0.006129587,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2044,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5205.757123,321794579.4,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,321794579.4,5701034840,0.005701035,million MT CO2e,Portfolio - Current Projects 1.29.2024
Forest waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2045,17.17171717,3599.822568,MJ per MWh,Effective MWh per MW,5162.108244,319096418,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,319096418,5278814991,0.005278815,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2025,0.257116621,3599.822568,MJ per MWh,Effective MWh per MW,6035.085831,5585919.824,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,5585919.824,223494950.3,2.23E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2026,0.514233242,3599.822568,MJ per MWh,Effective MWh per MW,5991.436951,11091039.09,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,11091039.09,430743143.5,4.31E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2027,0.771349862,3599.822568,MJ per MWh,Effective MWh per MW,5947.788072,16515357.81,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,16515357.81,622029006.4,6.22E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2028,1.028466483,3599.822568,MJ per MWh,Effective MWh per MW,5904.139193,21858875.97,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,21858875.97,797636965.8,7.98E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2029,1.285583104,3599.822568,MJ per MWh,Effective MWh per MW,5860.490313,27121593.58,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,27121593.58,957851448.6,9.58E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2030,1.542699725,3599.822568,MJ per MWh,Effective MWh per MW,5816.841434,32303510.63,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,32303510.63,1102956882,0.001102957,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2031,1.799816345,3599.822568,MJ per MWh,Effective MWh per MW,5773.192555,37404627.13,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,37404627.13,1233237692,0.001233238,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2032,2.056932966,3599.822568,MJ per MWh,Effective MWh per MW,5729.543675,42424943.07,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,42424943.07,1348978306,0.001348978,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2033,2.314049587,3599.822568,MJ per MWh,Effective MWh per MW,5685.894796,47364458.46,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,47364458.46,1450463151,0.001450463,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2034,2.571166208,3599.822568,MJ per MWh,Effective MWh per MW,5642.245917,52223173.29,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,52223173.29,1537976654,0.001537977,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2035,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5598.597037,57001087.57,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,57001087.57,1611803242,0.001611803,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2036,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5554.948158,56556684.53,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,56556684.53,1532875063,0.001532875,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2037,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5511.299279,56112281.48,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,56112281.48,1454989782,0.00145499,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2038,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5467.650399,55667878.43,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,55667878.43,1378147399,0.001378147,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2039,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5424.00152,55223475.38,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,55223475.38,1302347915,0.001302348,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2040,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5380.352641,54779072.33,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,54779072.33,1227591330,0.001227591,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2041,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5336.703761,54334669.28,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,54334669.28,1153877643,0.001153878,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2042,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5293.054882,53890266.23,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,53890266.23,1081206855,0.001081207,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2043,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5249.406003,53445863.18,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,53445863.18,1009578965,0.001009579,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2044,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5205.757123,53001460.13,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,53001460.13,938993973.7,9.39E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Agricultural waste,Gasification + Gas Engine,Electricity,Megawatts,MW,2045,2.828282828,3599.822568,MJ per MWh,Effective MWh per MW,5162.108244,52557057.08,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,52557057.08,869451880.9,8.69E-04,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2025,0,3599.822568,MJ per MWh,Effective MWh per MW,6035.085831,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2026,0,3599.822568,MJ per MWh,Effective MWh per MW,5991.436951,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2027,0,3599.822568,MJ per MWh,Effective MWh per MW,5947.788072,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2028,0,3599.822568,MJ per MWh,Effective MWh per MW,5904.139193,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2029,0,3599.822568,MJ per MWh,Effective MWh per MW,5860.490313,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2030,0,3599.822568,MJ per MWh,Effective MWh per MW,5816.841434,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2031,0,3599.822568,MJ per MWh,Effective MWh per MW,5773.192555,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2032,0,3599.822568,MJ per MWh,Effective MWh per MW,5729.543675,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2033,0,3599.822568,MJ per MWh,Effective MWh per MW,5685.894796,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2034,0,3599.822568,MJ per MWh,Effective MWh per MW,5642.245917,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2035,0,3599.822568,MJ per MWh,Effective MWh per MW,5598.597037,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2036,0,3599.822568,MJ per MWh,Effective MWh per MW,5554.948158,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2037,0,3599.822568,MJ per MWh,Effective MWh per MW,5511.299279,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2038,0,3599.822568,MJ per MWh,Effective MWh per MW,5467.650399,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2039,0,3599.822568,MJ per MWh,Effective MWh per MW,5424.00152,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2040,0,3599.822568,MJ per MWh,Effective MWh per MW,5380.352641,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2041,0,3599.822568,MJ per MWh,Effective MWh per MW,5336.703761,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2042,0,3599.822568,MJ per MWh,Effective MWh per MW,5293.054882,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2043,0,3599.822568,MJ per MWh,Effective MWh per MW,5249.406003,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2044,0,3599.822568,MJ per MWh,Effective MWh per MW,5205.757123,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Biomethane,Anaerobic Digestion + Conditioning + Gas Engine,Electricity,Megawatts,MW,2045,0,3599.822568,MJ per MWh,Effective MWh per MW,5162.108244,0,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,0,0,0,million MT CO2e,Portfolio - Current Projects 1.29.2024
Solar,PV,Electricity,Megawatts,MW,2025,5571.428571,3599.822568,MJ per MWh,Effective MWh per MW,2294.035772,46009535426,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,46009535426,1.84086E+12,1.840860442,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2026,11142.85714,3599.822568,MJ per MWh,Effective MWh per MW,2240.160406,89858005547,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,89858005547,3.48982E+12,3.489819074,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2027,16714.28571,3599.822568,MJ per MWh,Effective MWh per MW,2186.28504,1.31545E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,1.31545E+11,4.95448E+12,4.954483085,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2028,22285.71429,3599.822568,MJ per MWh,Effective MWh per MW,2132.409674,1.71072E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,1.71072E+11,6.24246E+12,6.242459662,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2029,27857.14286,3599.822568,MJ per MWh,Effective MWh per MW,2078.534308,2.08437E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,35.31693099,2.08437E+11,7.36136E+12,7.361355995,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2030,33428.57143,3599.822568,MJ per MWh,Effective MWh per MW,2024.658942,2.43641E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,34.14356088,2.43641E+11,8.31878E+12,8.318779271,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2031,39000,3599.822568,MJ per MWh,Effective MWh per MW,1970.783576,2.76684E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,32.97019077,2.76684E+11,9.12234E+12,9.122336679,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2032,44571.42857,3599.822568,MJ per MWh,Effective MWh per MW,1916.90821,3.07566E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,31.79682066,3.07566E+11,9.77964E+12,9.779635407,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2033,50142.85714,3599.822568,MJ per MWh,Effective MWh per MW,1863.032844,3.36287E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,30.62345055,3.36287E+11,1.02983E+13,10.29828264,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2034,55714.28571,3599.822568,MJ per MWh,Effective MWh per MW,1809.157478,3.62847E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,29.45008044,3.62847E+11,1.06859E+13,10.68588558,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2035,61285.71429,3599.822568,MJ per MWh,Effective MWh per MW,1755.282113,3.87246E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,28.27671033,3.87246E+11,1.09501E+13,10.95005139,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2036,66857.14286,3599.822568,MJ per MWh,Effective MWh per MW,1701.406747,4.09484E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,27.10334022,4.09484E+11,1.10984E+13,11.09838728,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2037,72428.57143,3599.822568,MJ per MWh,Effective MWh per MW,1647.531381,4.29561E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,25.92997011,4.29561E+11,1.11385E+13,11.13850044,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2038,78000,3599.822568,MJ per MWh,Effective MWh per MW,1593.656015,4.47477E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,24.7566,4.47477E+11,1.1078E+13,11.07799804,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2039,83571.42857,3599.822568,MJ per MWh,Effective MWh per MW,1539.780649,4.63231E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,23.58322989,4.63231E+11,1.09245E+13,10.92448728,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2040,89142.85714,3599.822568,MJ per MWh,Effective MWh per MW,1485.905283,4.76825E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,22.40985979,4.76825E+11,1.06856E+13,10.68557535,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2041,94714.28571,3599.822568,MJ per MWh,Effective MWh per MW,1432.029917,4.88257E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,21.23648968,4.88257E+11,1.03689E+13,10.36886943,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2042,100285.7143,3599.822568,MJ per MWh,Effective MWh per MW,1378.154551,4.97529E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,20.06311957,4.97529E+11,9.98198E+12,9.981976713,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2043,105857.1429,3599.822568,MJ per MWh,Effective MWh per MW,1324.279185,5.04639E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,18.88974946,5.04639E+11,9.5325E+12,9.53250439,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2044,111428.5714,3599.822568,MJ per MWh,Effective MWh per MW,1270.403819,5.09588E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,17.71637935,5.09588E+11,9.02806E+12,9.028059645,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Solar,PV,Electricity,Megawatts,MW,2045,117000,3599.822568,MJ per MWh,Effective MWh per MW,1216.528453,5.12377E+11,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,16.54300924,5.12377E+11,8.47625E+12,8.476249669,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2025,238.0952381,3599.822568,MJ per MWh,Effective MWh per MW,2502.80869,2145158859,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,40.01041142,2145158859,85828688502,0.085828689,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2026,476.1904762,3599.822568,MJ per MWh,Effective MWh per MW,2482.767125,4255962442,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,38.83704132,4255962442,1.65289E+11,0.165288989,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2027,714.2857143,3599.822568,MJ per MWh,Effective MWh per MW,2462.725561,6332410752,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,37.66367121,6332410752,2.38502E+11,0.238501836,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
Wind,Wind turbine,Electricity,Megawatts,MW,2028,952.3809524,3599.822568,MJ per MWh,Effective MWh per MW,2442.683996,8374503786,MJ,0,Power Grid,1,Average Grid Electricity,MWh,1,36.4903011,8374503786,3.05588E+11,0.305588165,million MT CO2e,Portfolio - EBetancourt-TheOutrageousPortfolio EDITED
